81	298
77	77
74	282
70	350
75	280
52	279
75	297
76	298
72	318
33	180
81	280
72	279
84	295
62	306
80	286
77	332
68	214
79	306
62	215
80	22
72	292
60	273
64	304
75	295
63	262
53	318
78	353
60	307
74	309
72	331
68	281
54	220
78	202
78	291
78	354
77	325
77	355
78	341
54	6
68	12
42	109
